,descricao_produto
438898,AGUA SANIT. SUPER TEIU 1000ML 12X1
431655,SENSOR VELOCIMENTRO
427673,BUCHA REDUCAO SOLDAVEL CURTA 32X25
474851,CAPACITOR 10MF 3FIOS
256121,INTERRUPTOR OLEO MB 1113
220020,CARBOCISTEINA XAROPE
665903,FITA TELADA FIBRA VD 50MMX90MM
266797,LIXA UNHA SANTA CLARA
492509,MANGUEIRA CANOTE D'AGUA
569174,MACARRAO DONA BENTA ESPAGUETE 500G
90628,GIRANDOLA 1080 CORES SUPER FOGOS
527550,CETOPROFENO 100MG IM 02ML GEN CRISTALIA CRISTALIA
126510,CD ORAL B PRO SAUDE C 70 GR
50628,HG31104 AMORTECEDOR SUSPENSAO
166504,OLEO CX 80 1 L
192126,BATERIA PARTIDA 150AH
201638,AMACIANTE TEIU CARINHO AZUL 1L
4290,COXIM CAMBIO 1073
91351,"SUVINIL ESM SINT BR CINZA ESCURO 3,6L"
212498,BROCA A.RAP 3 16
411069,COLA VULCANITO QUENTE
517255,TE PVC ESGOTO 50MM.KRONA
129111,CHAVE COMBINADA 14MM
560517,JOELHO 90 LR BUCHA LATAO 20MMX1 2
420784,BUCHA PATIN FECHADA 30 18X34 12X41 8MM
236529,EXIMIA FORTALIZE
284556,NUTRICAL D C 60 COM
524131,MACACO JOELHO UNIVERSAL 800KG
271453,MAC OREGON PAI NOSSO 1KG
585149,CEFTRIAXONA 1G IV IM CEFTRIONA CX 50F A NOVAFARMA
449161,ACIDO ASCORBICO 500MG
112312,11026JA00A ARRUELA COBRE
337198,REFRESCO PO VILMA 240GR TANGERINA
498716,VASILHA PLASTICA 14 L
219756,CAPA E 5 8 0010
135863,CORREIA A 30
424850,MOLA EIXO TRASEIRO
19253,ALCOOL IODADO 1L VIC PHARMA
421577,PEDIASURE CHOCOLATE 900G
105277,PROT.E SOJA SINHA VITA E ESCURA 400 G
529298,PREDSIM 5MG CX 10 COM
334602,ALIMENTACAO ESCOLAR CARDAPIO 06
332689,SULFATO ALUMINIO GRANULADO
586471,ENGOV 25X6 COMP
357614,ESPARADRAPO 10X4.5 ADPELE MISSNER
109865,ANEST PRILONEST C 50 DFL
301600,PO SEXT UNC H 38 ZB
178561,"PRIMERA 0,150 0,030MG CX 63 COM"
512437,ESPONJA PARA LAVAR LOU A DUPLA FACE
404700,PERFURADOR GENMES PEQUENO
447863,PINO 3 SAIDAS PERLEX
598813,LENTE LANT.TOPO FURGOES
658307,"TABUA PINUS 30 CM 3,00 M"
501900,ARROZ TIO URBANO T1 1KG
557668,RELOGIO PAREDE 25 CM
419347,BLC 20 20 40 VAZADO
542262,MINE HAMBURGER
148551,DETERGENTE
585061,PASTA L A4 JOCAR
337511,"TAPETE VINIL 1,80X1,00M"
331529,FITA P IMPRESSORA LX 300 MASTERPRINT
143564,CONJUNTO ENCAIXE BLOCOS
102929,VALVULA 414 15
583022,"CABO FLEXIVEL 2,50MM SIL PRETO"
149629,BACLOFENO 10 MG (BACLOFEN) 20CP- TE
608221,VEDA ESCAPE 100G ORBI QUIMICA
343566,PROTETOR SOLAR 2 L
555168,OLEO COMPRESSOR SHZ MS LUB
681244,"PAPEL ALUM BOREDA 45CMX7,5M"
511652,ARTE REFIL P CARIMBO PEQUENO COLOP
238672,FEIJAO CARIOCA ATUAL 1KG
25147,BOTA BRANCA PVC C MEDIO 41 VULCABRAS
537261,1201071 FILTRO COMB
300065,ADESIVO PLASTICO PARA PVC
421540,VENEZIANA POP 100X120
682706,ADAPTADOR 50
202033,AMOXIC CLAV 500 125MG GEN CX C 18 CP
682049,RECEITUARIO COMUM
293868,PASSADOR DDE CERA ESPUMA
250480,GLASURIT 18 L CONCRETO
640275,"ETIQ. J.TINTA LASER 215,9X279,4 C 100 POLIFIX"
279798,MOLA 1A DIANTEIRA IVECO
644456,CAFE UTAM 500G TRADICIONAL
676697,SALSICHA AGRANEL REZENDE KG
653273,"CLORETO SODIO 0,9%%20Q 1.000,00"
171980,COLHER PEDREIRO MATERIAL ACO TEMPERADO
77513,PORCA SEXT.COMUM NC 3 8
697397,HIPOGLOS TB PLST 45G
175414,PNEU 175 70 R14 FIORINO
141367,DRACENAS
144740,CHA ERVA DOCE LEAO 30G C 15 SQ
628461,COMO PASSAR SUA VIDA A LIMPO
99445,TORN PIA ADMO 1158 C 52 C BICO CR
480598,BENJAMIM 3 SAIDAS
669281,GIZ ESC BCO PLAST.C 50 ZIG GI
123414,CANETA BIC 1.6
254838,HYDREA 500 MG C 100 CAP
498401,PAPEL TOALHA BRANCO INTERFOLHADO
194250,"TUBO CONCRETO 0,30X1M COM BOLSA"
174995,PLAQ 75MG 30COM
456474,REFRESCO FRESH
499681,FAROL FF 397 LE
69057,PAO FORMA EMBALAGEM 500 GRAMAS
499850,"AGULHA ANESTESIA RAQUI 25X3,5"
618266,BUCHA COMUM S12 CADA 0906A
140325,DISJUNTOR DIN 2 X 6
371646,LABCAINA 2%%20GELEIA 30G - PHARLAB
104351,VELA NGK BKR6EZ
466682,PLASTUBOS JOELHO ESG SEC 90X40 MM
513087,ANTIFERRUGEN PRATIK 300ML
640774,CARRETILHA METAL INDUSTR INDUSTRIAL UNIDADE
707394,LAMPADA 5W
633588,LENCO KLEENEX BOLSO C 10
559557,QUEIJO CAPEBE MUSSARELA KG
391290,REGISTRO GAVETA 3 1510HD300 DECA
314461,RODO 40CM DUPLO
79102,PROJETOR CIRCULACAO RH
265014,LIMP DESINF GEL AZULIM LAVANDA 5L
138639,DESINFETANTE EUCALIPTO 5L NOB LUX
33893,CROQUETE KG
153275,CARNE BOVINA MOIDA CONGELADA
61077,MACARRAO PENNE 1KG
150472,CAL FILITO NATURAL CINZA
320373,PCT SAQUINHO P CACHORRO QUENTE
192696,COLORAMA BASE INTENSIFICADORA COR
233266,DESEMP PLASTICA 18X30
427001,SAL REFINAD 1K
350876,PAPEL TOALHA 22X20 C 2 RL
349291,TINTA P TECIDO AMARELO
661521,UNIAO UMA 10 X 1 4 NPT
525064,TONER HP CF353A
589752,LAMPADA I POLO
305787,PURIFICADOR SOFT PLUS BRANCO 127 V
586575,"MINILAX 714 7,7MG G C 7 BG"
165805,NEBIDO 250MG 1AMP X 4ML
387836,CABO VELA PALIO
468142,BRITA N 1 LA
563823,BISCOITO DOCE MAIZENA
164765,CANJICA MILHO PACHA 500G
195711,VASSOURA GARI NYLON 40 CM
295197,PASTA PROFILATICA 90 GR P POLIMENTO
191398,GRAMPEADOR CORTE LINEAR 80 3.8MM REF RLC8038S
586697,CAL 5KG
44054,FILTRO AR JFA 429
56446,LARANJA BENASSI PERA RIO KG
3958,FECHADURA 804 10 ESP OXIDADO G
5732,"SORO FISIOL. 0,9% 250ML USO EXTERNO ARBORETO"
302388,PORCA 5 16 R GROSSA
12837,TUBO VD 12 X 75 MM C 250
233318,DESENGRAXANTE GAL 50L
168230,JOGO PALHETA DIANT
107720,AGULHA ADMISSAO
13057,UMIDECEDOR DEDO
197424,ABRIDOR LATAS VIEL
364393,TE ESG DN100X100 PLASTUBOS
571971,93286309 ANTI CONGELANTE
700157,CLORIDRATO TRAZODONA 50MG
65009,MOLHO REFOGADO COLONIAL SC 340G TRADIC
488600,BROCA SDS PLUS 10 X 260 IRWIN
258507,JOELHO 45 SOLD 40MM KRONA PLASTUBOS
686165,PERFECT 300 DRESSY 5L
531798,ADAPTADOR PVC TRAMONTINA 3 4X1 2
190418,COPO DESC COPOPLAST ABNT BCO 50ML 50X100UN
503624,PRESUNTO PIF PAF SEM CAPA GORDURA
703231,VASSOURA PELO RETA 30CM
579504,NISTATINA SOL 50ML
370887,ESCOVA ROBSON PREVEN CA PLANA BRANCA
631663,ANEL O 367X 5 NBR70
127637,"BORRACHA MERCUR 40 UNIDADE UN 1,0"
415068,"GRANDE COCEIRA ,A"
528690,PORCA PRISIONEIRO TURBINA 10MM
417900,CAIXA SOM MULTILASER 1W RMS
401542,FITA ISOLANTE 10M NORTON
274023,MANGUEIRA P HID.ACO 5 8 2 TRAMAS R2AT 10
601240,CNE500 CLAYBOM MARG PT 12X500G
274117,MANGUEIRA PRETA 3 4
266833,LIXEIRA BASCULANTE 14 L
14945,VODOL AEROSOL 120ML
424485,"CORRENTE SOLDADA 03,0M GALV"
629407,VERTIX C 50 COM
312260,RESERVATORIO OLEO
573709,DISCO CORTE 4.1 2X1 4X7 8
12690,TUBO LIGA AO CROMADO
619778,SACO LIXO EMBALIXO PRETO 100L
166879,OLEO 50
493207,ADAPT.TIGRE C ANEL 1. X40MM
598089,ESPIRAL PARA 100 FL
522953,CIMENTO TUPY CPII E 32
151098,FLANELA PARA LIMPESA
614702,BEPANTOL BABY 100G 20G
495113,TORRADA VISCONTI 140 GR 0.140
482518,ANEST TOPICO BENZOTOP 20%%20TUTTI FRUTTI PT 12G DFL
256359,IOGURTE BELINHO MOR COCO BDJ C.6UND
538512,HAVOLINE SL 15W 40 1L
190206,CANETA ESFEROGRAFICA 07 CX 100
605356,PF MAD CHB CC BIC 4.5 X 20 GR N 427
239865,CABO DB15M X DB15M 15M COM FILTRO
274445,PECA MANGUEIRA EXTINTOR PQS 04 12KG 600MM PVC
453002,CARBAMAZEPINA 200MG CP C 200 TEGRETARD
155136,GRAMPO 9 8 23 8 C 1000 ACC
99625,TORNEIRA LAVATORIO TALITA COZ 4040
614551,AMPICILINA 1 GR FRASCO AMPOLA
151994,FRALDA BIOFRAL CONFORT G
368452,REHIDRAZOL PO 27.9GR
229165,CORDA PARA PULAR
139692,BARRA DIRECAO JCB 3C 4X4
302222,PONTEIRAS DESCARTAVEIS 0000 0200 UL AMARELA UNIV
378944,BLOCO AUX.FRO.DISJ.MOTOR NHIE11 PKZ0
135110,CONTATOR 32 10
522242,GUARDANAPO 20 X 20 DADU ESPECIAL C 100
150678,FIO INST 1.5 MM MARROM 14
113624,BALANCA DIGITAL PEDIATRICA BALMAK
261932,LAMPADA LED 9 10WATS
542636,VIDRO TEMP 8MM INCOLOR
93386,ROTOR BOMBEADOR U5121 1000
398274,ROLAMENTO 6208 2ZR
429573,MANG. EMBORACHADA LARANJA
389049,FILTRO AR BRAVO DOBLO IDEA LINEA PUNTO SIENA STRADA
626120,PRADAXA 110MG CX 30 COM DABIGATRANA
46604,FORCEPS INFANTIL BOTICAO 5 GOL GOLG
146513,ESFREGAO
485489,TNT ROSA
592743,SULFITO SODIO ANIDRO PA 500GR
400474,OCULOS NATACAO
254394,HORTIFRUTIGRANJEIROS BANANA CARTURRA
375520,CORRETIVO FITA 5MM X 6M
175503,PNEU 195 55
703660,CLIPS 1 0 ACC C 100
469802,ENGATE PLASTICO 40CM TIGRE
700387,BUCHA BAND DIANT INF FI PAL STRAD
439139,FLAMINGO VASO COR BRANCA
567733,ESPONJA ACO Q LUSTRO 60G
270421,LUVA PVC C FORRO
432790,CESTO LIXEIRA FECHADO COM TAMPA 10L
157848,LAMINA DA CONCHA
441733,JUNCAO ESGOTO 100 KRONA
633565,TUBO RED. 2X16
409033,BISC POLVILHO 220G
617149,DIPROSPAN INJ 1AMP 1ML
633248,DORALEX 500MG 10 COM
407228,PAPEL HIGIENICO FL DUPLA 30M
135855,CORREIA A 035
423447,COLHER PEDREIRO N 10 PACETTA C.VIVO
332041,ROLO POLIESTER C CB 406 5 CM
128801,CHA MATTE TOSTADO NATURAL 250G
656366,BUCHA MOLA DT.P DT.TS.P TS.709 912
392212,ARROZ TIO ZE 5KG
463412,CONECTOR MACHO RJ45 8X8 CAT.5E
355755,PORCA CUBO
286890,OTOSPORIM 10 ML
332979,SUMAX 25MG 4CP
421269,LANTERNA
58614,LIXA PARA PES
23110,BATATA PALHA FIO DOURADO 140G
102397,ULTRACLOR VERMELHO FENOL 23ML
494784,"ESMALTE SINT. CONHAQUE 3,6"
698538,KIT PAPANICOLAU P EST
170615,PARAF CENTO 12X8
439517,MANG.TB.TRANC.MD 222 1 2 AZUL CAR WASH
214736,"CABO AL DUPLEX 0,6 1KV PE 1X25 25MM"
257692,JOAO VALENTE
631693,CONECTOR 10MM 3 BORNES FAME
456298,JOELHO ESG.90 100MM TIGRE
27926,CAL HID.CH III ITAU
609622,332 E8224 KIT REPARO CILINDRO
600071,HEMIFUMARATO QUETIAPINA 100MG
120126,CABO TEL CCI 0.50X1 PAR
133465,COLORANTE XT
374559,NECTAR DEL VALLE MAIS 1L TP PESSEGO
700901,BISCOITO NINFA SORTIDO FAMILIAR 1 6KG
60069,LUVA P LIMPEZA AMARELA TAM M
368369,IOGURTE DANONE DESNATADO 170GR
445883,PORTA METALON LAMBRIL
168727,PANO PRATO DICASA 44X62CM
4012,BEXIGA FOLIA LILAS
65988,NEULEPTIL GOTAS ADULTO 20 ML
169165,CAIXA ARQUIVO MORTO PAPELAO GRANDE
377550,DISCO SERRA CLIPPER P ASFALTO E CONCRETO
566633,MARCADOR PERMANENTE DUAS PONTAS 523 VERMELHO VAREJO IND UNID ACRILEX
312618,RESINA LLIS A2 4G FGM
220454,"CARRINHO METAL POP PC 3,25X8PT 10"
302537,PORCA SEXT ZN MA M10
621416,GARFO EMBREAGEM MB1113
158709,LAN ACO BOM BRIL
20405,APITO JUIZ C 25
379304,PAPEL OFICIO COLORIDO C 100 MARFIM
496914,ESSENCIA EUCALIPTO 100 ML MARINA
293144,PARAFUSO SEXTAVADO 1 2X2 1 2 NC
472191,OCULOS LEOPARDO INC
51990,ISOPOR CHAPA 40 MM ISOFORTE
526517,FILTRO COMB DIESEL1 2LFELTRO
285958,PERFORM 5W30 OLEO MOTOR GAS
282264,MUN CBC 40SW ETPP 180GR A
389536,TUBO LIGACAO C ESPUDE PVC BRANCO
494010,BROCA MADEIRA CHATA 3 8
300832,PASTA L PLASTICO CRISTAL
311647,REPARO DO ALTERNADOR GB10038
582621,TECLADO MULT USB PRETO
431594,ADAPTADOR 32 PLASTUBOS
516966,ADAPTADOR SOLD 75MMX2 1 2
518927,MICRO OLEO ANTICORROSIVO STARRETT M 1
529309,SUPORTE P DISJUNTOR
522600,MASCARA VARIADA CARTONADA GRDE 7428
605903,PRIMOR REPARO VALVULA ATUAL
561529,"PADRAO MONOFASICO 4,5M"
656030,CUMARINA TROXERRUTINA 15 90 MG CP VARICOSS
602926,PAO QUEIJORECEITA TRADICIONAL
95482,TECALON 8MM
192903,TIZANIDINA 2MG 30COM RANBAXY
414590,TORNEIRA METAL P JARDIM
124837,XICARA PARA CAFE
89026,RELE SOBRECARGA LKM 17 A 25
546989,SANGUE CONTROLE BAIXO P ANALISADOR HEMATOLOGIA
597657,ARAME 12
709850,OLEO SOJA 900ML SADIA PET
16148,VALVULA HYDRA CINZA
113775,BALAO 9 PIC PIC GRAN FESTA SORTIDO C 50UN
383333,FECHADURA EXTERNA P PORTA CHAVE PEQUENA PADRAO ALIANCA
298756,PINTURA A DEDO 6 CORES
433480,TALA ORTOPEDICA 63X08X03
154377,CORTADOR GRAMA B4T 6000SL BRANCO
457394,BROCA DIAMA FG OPTION 1111 POUL SORENSEN
525843,LIVROS TECNICOS ADV
637046,A9584770115--ELEMENTO DO FILTRO DE COMBUSTIVEL
196033,VELA IGNICAO PALIO SIENA STRADA 1.0MPI 1
523946,ESPONJA DUPLA FACE 1 UN 9471SP SEM PLAST
183697,"ELETRODO ESAB WELD 6013 3,25 MM"
596460,CX DESCARGA ASTRA
164335,GARFO P MESA INOX
58018,LINGUICA TOSCANA FRIGOLESTE 1KG
32264,"COLPISTATIN 62,5 1,25MG 25MUI CR VAG BG 40G 10APL"
105803,ABRAC TIPO U 3
478830,PANO CHAO FLANELIM
425426,GRAXA LUBRAX AUTOLITH
513141,"PRINCESINHA BOCA SUJA,A"
311286,RELE DO PISCA PISCA
409660,GRAMPO 26 6 EAGLE 5000UN
637792,"RIVOTRIL 0,25 MG C 30 CP SUBLINGU"
582320,CENOURA VERMELHA MEDIA
77771,PORTA CADEADO ALIANCA 81114MM ACO
557420,"CANALETA P ALVENARIA 0,15X0,20X0,40M"
243044,FIO MONONYLON 4
592070,ALICATE PRES. 10 NIQUELADO FAMASTIL
634708,COND PANTENE LISO EXTREMO 400ML
38516,EMENDA TECALON 1 4 PLASTICO
364765,MACARRAO C OVOS 500GR ESPAGUETE 8
154140,BISCOITO GOMA TOQUINHO
488675,CHAVE MAGNETICA LE1D18 4CV 220V LUKMA
120559,CADEADO PADO LT E 20MM
524927,TAMPO RJ45 LUX2 LIZ
328040,"SOLETRANDO NOVA ORTOGRAFIA 2417 UN 1,0"
43540,FERRO SOLDA HIKARI SC 30 PLUS
709734,EIXO QUAD. ELAST. BROS150 125 C BUCHA KIT5PC
707366,PLASIL 4MG SOL ORAL FR 10ML
368374,QUADRO DISTRIBUICAO 6 8 DIS
201119,ALICATE BICO FOXLUX
605951,BOLO PAO LO
413217,HIPOCLORITO SODIO AGUA SANITARIA 2L
564907,TINTA ACRIL RND MUITO FOS 18L GELO 002
380092,CAIXA SINFONADA PVC 150X150X50MM
38873,ENGRENAGEM 4 MOVEL G3 60
74262,PINCEL ATOMICO FABER CASTELL
706513,TNT MARROM C 50 M
497861,CATETER NASAL TIPO OCULOS INFANTIL MEDSONDA
524024,"CABO CHATO SAIDA MOTOR 3X2,5MM"
499292,LUVA PARALELA 1.1 4 MC
25865,BUCHA FIXACAO 7MM
193529,TRINCHA PRETA 2
537227,BOBINA TERMICA PONTO 57X300
675076,MANGUEIRA JARDIM TRANCADA 1 2 X 2MM
26267,BUCHA MANGA EIXO 1622
621332,MOLA 4 TRAZ ONIBUS
651759,VELOMOIDE UNIV GROSSO
488469,SACO P LIXO POK 30L C 10UN
380013,PASTA C GRAMPO TRILHO METAL
440936,COADOR CAFE FLANELA 11CM CB MAD. EN
465968,PLAFOM
445669,CORTADOR UNHA UNHEX
189977,"AGULHA DESCARTAVEL 20 X 5,5 C 100 UN"
371085,CLORETO MAGNESIO 33GR
202597,ANEL APERTO SM B NM015 MATERIAL AISI 316
89693,"SOQUETE P LAMPADA DICROICA BASE GX5,3JC SENOID"
258534,JOELHO SOLD 50MM
269473,LUVA GALV FF 2
437990,BUCHA RED LONGA P ESGOTO DN 50 X 40
126274,CATCHUP HEINZ 397G
400136,COXIM TAMPA VALVULA
68471,PALHA ACO SACOLA
480222,FGR 9 16 JLC X 3 8 PR S C
576194,VALVULA ADMISSAO FT STRADA 1.4 FLEX
548443,CORDOALHA COBRE NU 16MM
700011,LUSTRA MOVEIS LAVANDA 200ML PEROBA
327604,SOLDA TUBO
202718,ANEL ENCOSTO STD
252785,GUIA CORRENTE
696397,BROCA ZECRYA PRIMA 151 28MM ANGELUS
128479,BUCHA TRAMBULHADOR 823711593 B
575627,205 70R15C 106 104R VANCONTACT AP 8PR
215856,CABO MULTIFLEX 1 X 1 X 16 MM2
353504,TONER PB BR T580 KTN PERF REFIL
260008,KIT BRONZINAS
148141,CARCACA DO ESTATOR
585582,SABAO PO 1KL TIXAN
36282,DISCO POLICORTE 7X1 8X7 8
594786,FUT.TINTA PARA PISO VERDE 18
554855,FLOR NATAL
265974,LIQUIDO IRAJA BRILHO 18 L
359446,ANEL AGEL
523546,SAL REFINADO GUACIRA 1KG
26504,BUCHA SUSPENSAO DIANT
271799,MACACO VEICULO
309042,REF. PO TANG UVA 25GR
505593,CABO 10MM METRO
347197,PASTILHA FREIO 2343
33919,CUBA REDONDA PARA ASSEPSIA 10 CM INOX
163874,CLASSICOS PARA SEMPRE O FLAUTISTA HAMELIN
347551,"STILNOX CR 12,5MG C 20 RECEITA"
61400,CASACO MALHA
548181,ABRACADEIRA MANGOTINHO 2
221578,CETOCONAZOL 20 MG G SHAM 100 ML
33566,CORTITOP CREME 10 G
685698,LIXA D AGUA GRAO 80 DOBLE A
343208,TEMPERO CHEIRO DA TERRA 500 GRS
688647,PARAFUSO BLOQUEADO TITANIO FENDA CRUZ 1.5 X 05
484951,MIDAZOLAM 5MG 5ML 5ML
510542,REBITE ALUMINIO 519
599532,CONECTOR DB09 FEMEA SOLDA
34352,CURVA PVC RIGIDO 90 11 4
686720,PEDRA BRITA 0 M
9979,CINARIZINA 75MG CPR CX 30 FLUXON NQ
141283,DORIL C 6 COM
278701,MICONAZOL NITRATO LOCAO 20MG ML
353080,TONER CANAL VERDE HP285 CB45
143418,EMENGARDA A BARATA EMENGARDA A BARATA
216988,CAIXA DAGUA AZUL 310L
235664,ENXADA AGRICOLA
200357,CONVERSA DAS PALAVRAS
361221,EIXO ACIONAMENTO GARFO
465520,DOCE LEITE PASTOSO 800 GR
43629,FIAT FIORINO 1.4 02 PASSAGEIROS
550160,JUNTA BORRACHA DA BOMBA
528786,VITAUM
134599,CONECTOR P COMPUTADOR RG45
88656,SILGLOS 1% CREM DERM BG 30G
361065,TUBO PVC ESG.A 050MM
19191,ALCOOL 70% GEL ALLGEL 500 G ITAJA
403327,EXPEC XAROPE FR 120 ML
485255,ENGATE 40CM KRONA
508430,OXCARBAZEPINA 300 MG C 30 COM
677938,JG PASTILHA COBREQ
279941,BUCHA DIANTEIRA MOLA TRASEIRA
124303,CAP SOLD 25 TIGRE
427507,INDUZIDO PART.PERKINS MWM
349543,TINTA PVA 500ML
583900,PINCA FREIO ESQ
410270,PROTETOR CAMARA ARO 24 CARRETEIRO
328803,SONDA NASOGASTRICA LONGA N 08 MEDSONDA UN
358535,PISCA PISCA MANGUEIRA
200721,ALCOOL GEL 900 GR CICLO FARMA
306796,PAO QUEIJO 15G
431699,TECIDO TNT 50M ROXO
508098,JTA.MOTOR
81350,REGADOR 5 L
101805,TUBO PVC 40 ESG
467635,BARRA ROSCADA 3 16 UNC
316686,PARAFUSO 1 2X1 1 2 ROSCA GROSSA
316011,BUCHA RED ROSCA 1.1 2X1 E20 TIGRE
367016,PAPEL CREATIVE PAPER 90GR A4 C 48FL
580548,TORNEIRA HERC P PIA 15 CM
616105,CABO PP 1.5
646890,FILTRO COMBU
513353,TONER T 780
598876,00060 PREGO 18X27
317959,"ROVAMICINA 1,5 MG"
208773,BOB 4 PINOS
201382,ALMOFADA P CARIMBO N 3 AZUL RADEX
601336,BARRA FERRO CA 50 3 8
236848,EXTRATO DAJUDA 850GR
345910,FERTILIZANTE 20.05.20 50KG
476360,LINGUICA DEFUMADA KG
557364,FERM PO ROIAL 250G
406528,BUCHA TRASEIRA QUADRO MOTOR 12 MM
244233,FITA DUREX 12X40
397141,JOELHO SOLD 90 25 MM KRONA PLASTILIT
510938,MICRO PLACA DUPLO Y REGULAR
674213,BOLINHA QUEIJO
329788,CAIXA BISCOITO DIVERSOS
671603,HORTIFRUTIGRANGEIROS INHAME
522575,KALANCHOE DOBRADO
462786,PNEU 175 65R14 DUNLOP
240586,FILTRO AR MB 1218L 1622L 1623L 98 ELE
301222,PLUGUE PAD 2P 10A CZ
696965,BUCHA REDUCAO SOLDAVEL CURTA 40 X 32
437525,JOELHO 90G SOLDAVEL MR 20MM
692696,CANETA BIC CRIS.FINA AZ.100X1
528184,CAMISA PV COLORIDA
235822,"ENXADA LARGA 2,5 LB S CABO RAMADA"
529753,SERINGA DESC. 03ML C AGULHA
474135,ARRUELA GRAFITADA PN16 250MM
316346,GARFO PINTURA BUCHA S ROSCA ACO 23CM
602801,SONDA ASPIRACAO TRAQUEAL 14 COM VALVULA MARKMED
708355,TIJOLO BLC 015
255568,BOMBA INJETOR
326977,JOELHO SOLDAVEL 20MM TIGRE
90173,SUCCAO SL LEVE LARANJA 3
16892,PANTOPRAZOL 40MG 28COM G EUROFARMA
211636,ABRACADEIRA TIPO U F 3
468226,MISTURA P BOLO FESTA
363111,ACUCAR CRISTAL NEVITA 5KG
198051,ADAPTADOR FLANGE 1 1 2 KRONA
914,ENVELOPE 24X34 PARDO IPECOL
98758,TOMADA EXTERNA SOBREPOR 10A
54461,LACRI FILM COLIRIO OTC
335421,TAMARINE C 20 GERAL
366229,ARROZ TIA ANA PLUS TIPO1 5KG
252244,GUARD.BOB PEQ 20X23 C 50
385748,CANELA PO 50GR
456654,PEPINO JAPONES VERDURA IN NATURA
504588,TIJOLO PO MICO
687578,RETENTOR RD.TS.VOLARE INTERNO
607520,GUIA REFERENCIA
331763,LUVA CIRURGICA ESTERIL 7.5
613878,"RIVOTRIL 2,5MG ML FR 20ML"
338784,TECLA FAROL
650092,TERMINAL DIR.PALIO L.E 11 NAKATA
189922,SYSTANE UL COL 10ML
599447,COLAR ELIZABETANO N10
667313,UNIAO ASSENTO BRONZE 1 TUPY
450705,CABO FREIO 30394
373212,CHICLE BIG BIG TUTTI FRUTTI
512322,TINT. BIOCOLOR CREME 8.1 LOURO ACINZENTADO
366268,SOROCLONE ANTI A 10 ML
242820,"FIO 6,00MM VERMELHO"
13096,UNHAS
38671,ENGATE 40
216997,CAIXA DAGUA FIBRA 500L
697189,PIVO SUSP PALIO
293605,PARAFUSO 5 16 X 3
53256,JOGO STOP
366873,SELO D'AGUA DO BLOCO
577009,PARAFUSO RODA FIAT
4619,"VENLAFAXINA 37,5MG 30CAP MED"
640316,RITALINA LA 20MG C 30 CAPS    A3
326645,CAP PVC SOLDAVEL 85MM
288786,PAO METRO
175555,PNEU 205 70 R16
272794,MABEL MAIZENA 400G
488610,213129X2G COIFA HOMOCINETICA
147635,ESPONJA ACO SHOW BRILHO C 4
342982,VALVULA TERMOSTATICA 83 GRAUS
601299,"PASTA POLIONDA 6CM AZ UN 1,0"
138242,DEPAKOTE 500MG CX 30 COM
640284,ALAVANCA SELDIN ADULTO DIREITA 1R
229078,CORANTE ARRUDA 1KG
516611,CARBAMAZEPINA LIQUIDO C1
608293,BOMBOM GAROTO SORT
659269,SERPENTINA CARNAVAL
11960,TNT AZUL 50 M
319205,SACO PLASTICO BRANCO 100 L
125148,CARIMBO DATADOR COMUM 5MM CARBRINK
65343,MOTOSSERRA HUSQVARNA 61 18 PD 3 8
239972,ELEMENTO DO FILTRO OLEO CON
563310,CHAVE FENDA JG 6 PC TRAMONTINA
239692,BOREBA FILME PVC TRANSPARENTE
680830,BICO POLIACETAL 110SF 02
91873,COLCHONETE GINASTICA 100X60X3
332312,MUCARELA FATIADO SUACUI
525546,POLVILHO DOCE MATUTO PLASTICO 1KGAAA
158359,LAMPADA PINGO DAGUA 2845 24V
33440,CORREIA J911567
294412,PASTA CARTAO C ELASTICO
311124,RELE BIMETALICO 3UA50 40 1K
436031,NIFEDIPRESS 20MG
210305,POLIA BOMBA DAGUA
92924,METOPROLOL 100MG 20COM
263843,LEITE CAMPONESA INTEGRAL 1L
284845,FEIJAO CARIOCA SEGREDO TIPO 1 1KG
669099,PINCA FREIO TRASEIRO
644510,PAPEL HIGIENICO FOLHA DUPLA PCT 4 RL
560374,MAZA BRANCO DEMARCACAO 18L
695329,PLUGUE 2P 180 CORES 10 AMP CORES FAME
535543,ADAPTADOR 40 MM P ESGOTO
421300,OLEO MOTOR SAE 5W30 F1 MASTER SINTETICO 24X1L
416941,9640.003.1280 RETENTOR 12X32X7 01
79115,PROJETOR P LAMPADA 400 500W E40 DANTALUX
397685,POTE TEMPERO 400G
590468,LA ACO ASSOLAN 60GR 14X08UN
503990,OXALATO ESCITALOPRAM 20MG 30COM
263189,CONJUNTO PECAS LOUCA VASO COLUNA E LAVATORIO
395426,PONTEIRA DESCARTAVEL P MICROPIPETADOR C 20 UN CRAL
644421,REF TANG 25G MACA
302056,PONTA MONTADA
399018,PARAFUSO CORTICAL ESTRELA 3.5 X 28
138063,DENTE D36720
567840,ACIDO ACETILSALICILICO 500MG COM 200 CP 200 CP E 200 CP
231612,CORDAO ARRANQUE Ø 3X800 MM
595041,ANEL VEDADOR
688311,TRAMAL RETARD 100MG C 20
575030,FORMULA MANIPULADA CONF. DAV N CITRATO POTASSIO 20MEQ C 60 CAPSULAS
252111,GUARANA CHP ANTARTICA 600 ML
485033,ABRIDOR GARRAFAS LATA
